Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 1,Peptides 2,Razor + unique peptides 1,Razor + unique peptides 2,Unique peptides 1,Unique peptides 2,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Q-value,Score,Identification type 1,Identification type 2,Sequence coverage 1 [%],Sequence coverage 2 [%],Intensity,Intensity 1,Intensity 2,iBAQ,iBAQ 1,iBAQ 2,LFQ intensity 1,LFQ intensity 2,MS/MS count 1,MS/MS count 2,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,DSSTP_K site IDs,Oxidation (M) site IDs,DSSTP_K site positions,Oxidation (M) site positions,Gene_desc,fc1,fc2,fc3,log10_score,log10_intensity,log10_iBAQ,pvalues,mean,log_mean,log_pvalues
Tb927.7.3330,Tb927.7.3330:mRNA-p1,Tb927.7.3330:mRNA-p1,26,26,26,Tb927.7.3330:mRNA-p1 | transcript=Tb927.7.3330:mRNA | gene=Tb927.7.3330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Flagellar attachment zone protein 10 | transcript_product=Flagellar attachment zone protein 10 | location=Tb927_07_v5.1:8588,1,26,26,26,3,26,3,26,3,26,47.9,47.9,47.9,502.65,4334,4334,10.2,3.0,,30.0,2.0,0.0,26.013,By MS/MS,By MS/MS,13.2,47.9,188180000,6488620,182061160,625180.0,23234.1,605477.6,6127010,35238766,3,32,35,,,,588,109;110;111;112;113;461;541;838;932;1518;1818;1989;2174;2339;2392;2679;2718;3288;3342;3413;3657;3684;3705;3711;4111;4195,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,116;117;118;119;120;487;568;878;977;1581;1895;2078;2263;2264;2433;2487;2804;2849;3440;3499;3573;3824;3852;3877;3883;4303;4391,258;259;260;261;262;263;264;942;1100;1606;1787;2856;3425;3796;4142;4143;4144;4145;4146;4147;4438;4543;5077;5185;6292;6416;6575;7029;7087;7154;7155;7162;7885;7886;8037,266;267;268;269;270;271;272;975;1150;1633;1826;2873;3443;3812;4157;4158;4159;4160;4161;4162;4163;4164;4490;4589;5119;5235;6398;6561;6766;7229;7320;7431;7432;7439;8241;8383,266;267;269;271;272;975;1150;1633;1826;2873;3443;3812;4160;4490;4589;5119;5235;6398;6561;6766;7229;7320;7432;7439;8241;8383,,349,,995,Flagellar attachment zone protein 10,0.053526464944045636,0.08355939530880645,0.08940330691200489,1.4151904409430482,8.274573464196472,5.79600507614726,8.173878359037874e-08,0.07354841852055284,-3.765161869601017,3.999645157975321
Tb927.7.3370,Tb927.7.3370:mRNA-p1,Tb927.7.3370:mRNA-p1,2,2,2,"Tb927.7.3370:mRNA-p1 | transcript=Tb927.7.3370:mRNA | gene=Tb927.7.3370 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Intraflagellar transport protein 74, putative | transcript_product=Intraflagellar transport protein 74, putative | location=",1,2,2,2,0,2,0,2,0,2,3.4,3.4,3.4,67.485,596,596,12.0,,,,2.0,0.009873100000000001,0.54096,,By MS/MS,0.0,3.4,1160200,177320,1351360,27623.0,2266.1,28880.6,201910,449716,0,2,2,,,,589,2849;3469,True;True,2986;3630,5408;6693,5451;6895,5451;6895,,,,,"Intraflagellar transport protein 74, putative",0.20529294508044274,0.18655490723304946,0.22974092134852941,-0.26683484657830625,6.064532861131578,4.441270843420499,2.1501398577375727e-08,0.1928009198488472,-2.374816160237514,3.999906630649945
Tb927.7.3550,Tb927.7.3550:mRNA-p1,Tb927.7.3550:mRNA-p1,30,30,30,"Tb927.7.3550:mRNA-p1 | transcript=Tb927.7.3550:mRNA | gene=Tb927.7.3550 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cytoskeleton associated protein, putative | transcript_product=cytoskeleton associated protein, putative | location=Tb927_07",1,30,30,30,4,28,4,28,4,28,31.5,31.5,31.5,138.16,1241,1241,10.1,4.0,,34.0,3.0,0.0,74.664,By MS/MS,By MS/MS,3.7,29.9,119890000,4260320,115991160,2305500.0,80785.1,2228257.6,201910,23213766,4,35,39,,,,590,11;468;567;645;963;1029;1221;1363;1488;1492;2083;2152;2204;2290;2534;2617;2618;2642;2934;3017;3034;3068;3072;3094;3255;3341;3381;3537;4067;4304,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,11;494;595;674;1009;1078;1275;1424;1551;1555;2172;2241;2295;2382;2383;2637;2740;2741;2765;3075;3162;3179;3215;3219;3241;3406;3498;3540;3541;3700;4257;4504,21;960;1145;1146;1255;1256;1834;1835;1951;2306;2586;2792;2798;2799;3977;3978;4105;4205;4355;4356;4791;4954;4955;4956;4997;5590;5761;5788;5789;5851;5861;5862;5903;6224;6225;6415;6494;6495;6808;7808;8282,24;992;1191;1192;1291;1868;1869;1981;2333;2612;2807;2813;2814;3994;4129;4239;4395;4396;4844;5007;5008;5009;5050;5673;5865;5888;5889;5890;5946;5956;5957;5996;6312;6313;6560;6651;6652;7019;8155;8655,24;992;1191;1291;1868;1981;2333;2612;2807;2814;3994;4129;4239;4396;4844;5007;5009;5050;5673;5865;5890;5946;5957;5996;6312;6560;6651;7019;8155;8655,,350;351,,70;348,"cytoskeleton associated protein, putative",0.05582220711716689,0.07763637664458244,0.00464572385589397,1.8731112528203093,8.078782960196964,6.362765126555426,2.24488430733193e-08,0.07036498680211058,-3.8289984588162977,3.999902516854791
Tb927.7.3560,Tb927.7.3560:mRNA-p1,Tb927.7.3560:mRNA-p1,33,33,33,Tb927.7.3560:mRNA-p1 | transcript=Tb927.7.3560:mRNA | gene=Tb927.7.3560 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Component of motile flagella 7 | transcript_product=Component of motile flagella 7 | location=Tb927_07_v5.1:921562-926844(-),1,33,33,33,0,33,0,33,0,33,18.2,18.2,18.2,199.21,1760,1760,11.0,,,35.0,1.0,0.0,42.236000000000004,,By MS/MS,0.0,18.2,62946000,177320,63137160,635820.0,2266.1,637077.6,201910,12699766,0,34,34,,,,591,42;89;199;570;676;752;767;924;990;1252;1353;1411;1931;2084;2085;2113;2239;2453;2477;2633;2706;2715;2841;2904;3001;3033;3196;3208;3287;3339;3578;3599;4043,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,42;94;209;598;709;791;806;969;1037;1309;1414;1472;2018;2173;2174;2202;2330;2549;2574;2756;2831;2846;2977;3044;3146;3178;3344;3356;3439;3495;3496;3741;3762;4232;4233,79;80;216;418;1150;1312;1477;1498;1775;1896;2379;2556;2672;3657;3979;3980;4027;4276;4656;4700;4986;5123;5178;5396;5534;5740;5787;6080;6102;6291;6411;6412;6870;6910;7771;7772,79;225;448;1196;1343;1517;1536;1815;1927;2419;2577;2694;3683;3995;3996;4055;4321;4722;4763;5040;5171;5227;5440;5623;5847;5887;6165;6188;6397;6556;6557;7081;7120;8119;8120,79;225;448;1196;1343;1517;1536;1815;1927;2419;2577;2694;3683;3995;3996;4055;4321;4722;4763;5040;5171;5227;5440;5623;5847;5887;6165;6188;6397;6557;7081;7120;8120,,352;353;354,,294;1586;1615,Component of motile flagella 7,0.0039860926055274625,0.008057853324799696,0.008523343090393333,1.6256827812069692,7.798968137412551,5.803334184719093,2.0915542145394915e-11,0.006700599751708951,-7.2214940517645605,3.999999909164964
Tb927.7.3740,Tb927.7.3740:mRNA-p1,Tb927.7.3740:mRNA-p1,25,25,25,"Tb927.7.3740:mRNA-p1 | transcript=Tb927.7.3740:mRNA | gene=Tb927.7.3740 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:978815-981364(",1,25,25,25,1,25,1,25,1,25,32.9,32.9,32.9,93.25,849,849,11.4,,1.0,22.0,27.0,0.0,43.788999999999994,By MS/MS,By MS/MS,1.1,32.9,113550000,573750,113341160,2271000.0,10194.6,2264357.6,201910,33677766,1,41,42,,,,592,60;76;85;474;504;579;580;753;791;1078;1277;1375;1903;2307;2483;2484;2854;2859;2882;3031;3783;3806;4129;4157;4183,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,63;81;90;500;531;607;608;792;831;1128;1335;1436;1988;2401;2580;2581;2991;2996;3021;3176;3960;3985;4323;4351;4379,135;136;187;188;210;211;212;970;1017;1162;1163;1164;1165;1166;1478;1479;1536;1537;2044;2419;2420;2607;2608;3609;3610;3611;4389;4390;4712;4713;4714;4715;5415;5416;5424;5425;5471;5782;5783;7280;7326;7327;7911;7912;7913;7914;7963;7964;8014;8015,137;190;219;220;221;1003;1049;1208;1209;1210;1211;1212;1518;1571;1572;2066;2458;2632;2633;3635;3636;3637;4437;4438;4773;4774;5458;5459;5465;5466;5523;5884;7552;7604;7605;7606;8268;8269;8270;8317;8366;8367,137;190;221;1003;1049;1208;1211;1518;1571;2066;2458;2633;3637;4438;4773;4774;5458;5466;5523;5884;7552;7604;8269;8317;8367,,355,,559,"hypothetical protein, conserved",0.007228818991364396,0.010216318176514671,0.0029397915066857777,1.6413650274154457,8.055187138555754,6.356217134219735,6.123312359814012e-12,0.009220485114797913,-6.76094162790099,3.9999999734067933
Tb927.7.3820,Tb927.7.3820:mRNA-p1,Tb927.7.3820:mRNA-p1,3,3,3,"Tb927.7.3820:mRNA-p1 | transcript=Tb927.7.3820:mRNA | gene=Tb927.7.3820 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:996424-998514(",1,3,3,3,0,3,0,3,0,3,6.0,6.0,6.0,71.793,696,696,12.0,,,,3.0,0.0,3.5188,,By MS/MS,0.0,6.0,1779700,177320,1970860,61370.0,2266.1,62627.6,201910,669186,0,3,3,,,,593,2163;3476;3487,True;True;True,2252;3637;3648,4127;6701;6716,4145;6902;6918,4145;6902;6918,,,,,"hypothetical protein, conserved",0.1382021763882542,0.0773328646647254,0.15526037357820646,0.5463945832987445,6.250346800440827,4.787956123283932,1.5284269148251855e-06,0.09762263523923499,-3.356640493203324,3.993412342738384
Tb927.7.3880,Tb927.7.3880:mRNA-p1,Tb927.7.3880:mRNA-p1,1,1,1,Tb927.7.3880:mRNA-p1 | transcript=Tb927.7.3880:mRNA | gene=Tb927.7.3880 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Basal body protein | transcript_product=Basal body protein | location=Tb927_07_v5.1:1011321-1013651(-) | protein_length=776 ,1,1,1,1,0,1,0,1,0,1,1.9,1.9,1.9,87.072,776,776,12.0,,,,1.0,0.0,1.7964,,By MS/MS,0.0,1.9,809480,177320,1000640,19744.0,2266.1,21001.6,201910,325506,0,0,0,,,,594,2726,True,2857,5198,5249,5249,,,,,Basal body protein,0.29741099360015033,0.24177275667360343,0.3248686102928,0.2544030463906772,5.908206123012877,4.295435142353147,2.36136687272151e-06,0.26031883564911906,-1.9416483916184575,3.9898639234363085
Tb927.7.3980,Tb927.7.3980:mRNA-p1,Tb927.7.3980:mRNA-p1,8,8,8,Tb927.7.3980:mRNA-p1 | transcript=Tb927.7.3980:mRNA | gene=Tb927.7.3980 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=tc40 antigen-like | transcript_product=tc40 antigen-like | location=Tb927_07_v5.1:1047000-1049714(+) | protein_length=904 | ,1,8,8,8,0,8,0,8,0,8,7.3,7.3,7.3,97.32,904,904,11.7,,,3.0,8.0,0.0,9.6566,,By MS/MS,0.0,7.3,20464000,177320,20655160,487230.0,2266.1,488487.6,201910,7045266,0,8,8,,,,595,674;675;695;1249;2813;3355;3738;3780,True;True;True;True;True;True;True;True,707;708;728;1306;2948;3512;3911;3957,1310;1311;1337;1338;2375;5349;5350;6434;7207;7208;7276,1341;1342;1367;2416;5401;6579;7485;7548,1341;1342;1367;2416;5401;6579;7485;7548,,,,,tc40 antigen-like,0.01211990163057654,0.010533385273415512,0.015492317433603277,0.9848242422377684,7.310990527134579,5.68773402107256,4.906454248068493e-13,0.011062224059135853,-6.498214721334471,3.999999997869154
Tb927.7.4100,Tb927.7.4100:mRNA-p1,Tb927.7.4100:mRNA-p1,4,4,4,"Tb927.7.4100:mRNA-p1 | transcript=Tb927.7.4100:mRNA | gene=Tb927.7.4100 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Domain of unknown function (DUF4201), putative | transcript_product=Domain of unknown function (DUF4201), putative | locatio",1,4,4,4,0,4,0,4,0,4,7.2,7.2,7.2,56.72,500,500,12.0,,,,4.0,0.0,10.36,,By MS/MS,0.0,7.2,4576900,177320,4768060,228850.0,2266.1,230107.6,201910,1659966,0,4,4,,,,597,400;540;2099;4066,True;True;True;True,420;567;2188;4256,821;1099;4001;7807,851;1149;4014;8154,851;1149;4014;8154,,,,,"Domain of unknown function (DUF4201), putative",0.05718097269142258,0.024251870807204774,0.06311185500802266,1.0153597554092142,6.6605714236961155,5.359550916763318,1.0044140215771647e-07,0.03522823810194404,-4.827123867798828,3.99956400745476
Tb927.7.4180,Tb927.7.4180:mRNA-p1,Tb927.7.4180:mRNA-p1,2,2,2,Tb927.7.4180:mRNA-p1 | transcript=Tb927.7.4180:mRNA | gene=Tb927.7.4180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Fatty acid elongase | transcript_product=Fatty acid elongase | location=Tb927_07_v5.1:1114698-1115615(+) | protein_length=30,1,2,2,2,2,1,2,1,2,1,7.2,7.2,7.2,33.87,305,305,5.6,1.0,2.0,1.0,1.0,0.0,4.694,By MS/MS,By MS/MS,7.2,3.6,2101000,1602720,866820,161620.0,111906.1,53231.6,1595410,38766,3,2,5,,,,598,2114;3069,True;True,2203;3216,4028;5852;5853;5854;5855,4056;5947;5948;5949;5950,4056;5948,,,,,Fatty acid elongase,6.372741576842948,7.161452900723382,21.38390521451309,0.6715430852625738,6.322426052405953,5.208495102429837,2.3368337658138267e-05,6.8985491260965714,2.786292972226572,3.908796287180935
Tb927.7.4460,Tb927.7.4460:mRNA-p1,Tb927.7.4460:mRNA-p1,3,3,3,"Tb927.7.4460:mRNA-p1 | transcript=Tb927.7.4460:mRNA | gene=Tb927.7.4460 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=von Willebrand factor type A domain containing protein, putative | transcript_product=von Willebrand factor type A domain co",1,3,3,3,2,3,2,3,2,3,3.7,3.7,3.7,91.199,842,842,8.0,,2.0,,3.0,0.0,6.1154,By MS/MS,By MS/MS,2.9,3.7,7404200,1156820,6615860,224370.0,31948.1,195947.6,1513410,1982466,2,3,5,,,,599,3185;3324;3406,True;True;True,3333;3477;3566,6061;6062;6379;6380;6562,6144;6145;6526;6527;6753,6145;6527;6753,,,,,"von Willebrand factor type A domain containing protein, putative",0.28674606643130784,0.32974690291358805,0.3964988878532911,0.7864248689129936,6.8694781412698545,5.350964787943099,1.1497192634039168e-06,0.315413290752828,-1.6646846418001398,3.995035318256733
Tb927.7.5090,Tb927.7.5090:mRNA-p1;Tb11.v5.0189.1-p1,Tb927.7.5090:mRNA-p1;Tb11.v5.0189.1-p1,4;2,4;2,4;2,"Tb927.7.5090:mRNA-p1 | transcript=Tb927.7.5090:mRNA | gene=Tb927.7.5090 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=condensin complex subunit 2, putative | transcript_product=condensin complex subunit 2, putative | location=Tb927_07_v5.1:13",2,4,4,4,1,4,1,4,1,4,4.0,4.0,4.0,102.36,954,954;737,10.1,,1.0,3.0,3.0,0.0,5.7996,By MS/MS,By MS/MS,1.0,4.0,6952500,177320,7143660,182960.0,2266.1,184217.6,201910,2404166,1,5,6,,,,600,309;544;3860;3881,True;True;True;True,324;571;4042;4064,612;1104;1105;7414;7415;7416;7456,647;1153;7701;7702;7703;7798,647;1153;7703;7798,,,,,"condensin complex subunit 2, putative",0.03736625373395108,0.03052560485468847,0.044431218453527904,0.7633980411865053,6.842140997536197,5.262356151598692,1.8534660712756443e-10,0.032805821147776006,-4.929904356763958,3.999999195050659
Tb927.7.5190,Tb927.7.5190:mRNA-p1,Tb927.7.5190:mRNA-p1,1,1,1,"Tb927.7.5190:mRNA-p1 | transcript=Tb927.7.5190:mRNA | gene=Tb927.7.5190 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1365358-136891",1,1,1,1,0,1,0,1,0,1,0.8,0.8,0.8,126.87,1184,1184,11.0,,,1.0,,0.009589,0.47431999999999996,,By MS/MS,0.0,0.8,21242000,177320,21433160,379310.0,2266.1,380567.6,201910,4346266,0,0,0,,,,601,202,True,212,422,451,451,,,,,"hypothetical protein, conserved",0.011626237541981166,0.01406222990452932,0.024651940676208416,-0.3239285626630927,7.327195404503233,5.578994292445924,2.75131191676432e-12,0.013250232450346603,-6.237838520512421,3.9999999880512043
Tb927.7.5210,Tb927.7.5210:mRNA-p1,Tb927.7.5210:mRNA-p1,1,1,1,"Tb927.7.5210:mRNA-p1 | transcript=Tb927.7.5210:mRNA | gene=Tb927.7.5210 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Putative Phosphatase/Protein of unknown function DUF89, putative | transcript_product=Putative Phosphatase/Protein of unknow",1,1,1,1,0,1,0,1,0,1,1.6,1.6,1.6,100.48,898,898,12.0,,,,1.0,0.0019724,1.452,,By MS/MS,0.0,1.6,603150,177320,794310,14027.0,2266.1,15284.6,201910,252416,0,1,1,,,,602,3325,True,3478,6381,6528,6528,,,,,"Putative Phosphatase/Protein of unknown function DUF89, putative",0.3767190139741452,0.3133034714890691,0.4166826397348242,0.1619666163640749,5.780425332158592,4.146964796989748,6.064436524676562e-06,0.33444198565076116,-1.58017212100964,3.974430210916414
Tb927.7.5230,Tb927.7.5230:mRNA-p1,Tb927.7.5230:mRNA-p1,1,1,1,Tb927.7.5230:mRNA-p1 | transcript=Tb927.7.5230:mRNA | gene=Tb927.7.5230 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=lanosterol synthase | transcript_product=lanosterol synthase | location=Tb927_07_v5.1:1382167-1384887(+) | protein_length=90,1,1,1,1,1,1,1,1,1,1,1.3,1.3,1.3,103.03,906,906,7.0,,1.0,,1.0,0.0033613,0.98654,By MS/MS,By MS/MS,1.3,1.3,1052000,721500,699010,27685.0,16586.1,14621.6,201910,218656,1,0,1,,,,603,2250,True,2341,4297;4298,4340;4341,4340,,,,,lanosterol synthase,2.6808428142007763,2.0841813923334698,0.4723109908905993,-0.005885301261161031,6.0220157398177205,4.4422445278479525,0.0029718496859712853,2.2830685329559053,1.1909741669089304,2.512600039340518
Tb927.7.5290,Tb927.7.5290:mRNA-p1,Tb927.7.5290:mRNA-p1,2,2,2,"Tb927.7.5290:mRNA-p1 | transcript=Tb927.7.5290:mRNA | gene=Tb927.7.5290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1402790-140503",1,2,2,2,2,0,2,0,2,0,2.7,2.7,2.7,81.281,746,746,2.0,,2.0,,,0.0018349,1.2487,By MS/MS,,2.7,0.0,2000900,2178220,191160,55580.0,57846.1,1257.6,2202810,38766,2,0,2,,,,604,21;2817,True;True,21;2952,41;5354,45;5405,45;5405,,,,,"hypothetical protein, conserved",54.574470154190806,37.26736949931785,38.248464365215746,0.09645811171745333,6.301225384221708,4.744918542441353,0.0018854126290369579,43.03640305094217,5.427485598492381,2.7021492199383115
Tb927.7.5300,Tb927.7.5300:mRNA-p1,Tb927.7.5300:mRNA-p1,3,3,3,"Tb927.7.5300:mRNA-p1 | transcript=Tb927.7.5300:mRNA | gene=Tb927.7.5300 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=C2 domain/Ankyrin repeats (3 copies), putative | transcript_product=C2 domain/Ankyrin repeats (3 copies), putative | locatio",1,3,3,3,0,3,0,3,0,3,4.7,4.7,4.7,73.05,708,708,12.0,,,,3.0,0.0,11.404000000000002,,By MS/MS,0.0,4.7,4451700,177320,4642860,130930.0,2266.1,132187.6,201910,1615666,0,3,3,,,,605,301;1406;2571,True;True;True,316;1467;2687,587;2667;4879,623;2689;4929,623;2689;4929,,356,,1,"C2 domain/Ankyrin repeats (3 copies), putative",0.05867426789195639,0.04017757823850291,0.0643050940177871,1.0570572086374224,6.648525889549791,5.117039167877679,1.0479793261696186e-08,0.046343141456320736,-4.431500346481765,3.999954489220826
Tb927.7.5470,Tb927.7.5470:mRNA-p1;Tb11.v5.0586.1-p1,Tb927.7.5470:mRNA-p1;Tb11.v5.0586.1-p1,2;1,2;1,2;1,Tb927.7.5470:mRNA-p1 | transcript=Tb927.7.5470:mRNA | gene=Tb927.7.5470 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Present in the outer mitochondrial membrane proteome 36 | transcript_product=Present in the outer mitochondrial membrane pro,2,2,2,2,0,2,0,2,0,2,2.8,2.8,2.8,74.68,679,679;484,12.0,,,,2.0,0.0,1.6263,,By MS/MS,0.0,2.8,1387100,177320,1578260,47830.0,2266.1,49087.6,201910,530096,0,2,2,,,,606,1626;2724,True;True,1692;2855,3059;5194,3056;5244,3056;5244,,,,,Present in the outer mitochondrial membrane proteome 36,0.17293580841636866,0.10262558155392583,0.19680051613874436,0.21120066200025675,6.142107771731307,4.679700380871964,3.0884389648908417e-06,0.12606232384140678,-2.9877909320594886,3.9867900367075695
Tb927.7.5660,Tb927.7.5660:mRNA-p1,Tb927.7.5660:mRNA-p1,11,11,11,"Tb927.7.5660:mRNA-p1 | transcript=Tb927.7.5660:mRNA | gene=Tb927.7.5660 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1530317-153204",1,11,11,11,1,11,1,11,1,11,21.7,21.7,21.7,65.139,575,575,11.2,,1.0,1.0,11.0,0.0,14.347000000000001,By MS/MS,By MS/MS,1.7,21.7,14463000,177320,14654160,438260.0,2266.1,439517.6,201910,4960966,1,10,11,,,,607,8;835;1318;1416;1612;1786;2417;3145;3523;3836;4370,True;True;True;True;True;True;True;True;True;True;True,8;875;1376;1477;1678;1861;2512;3292;3686;4018;4575,15;1602;2492;2493;2679;3038;3349;4596;5988;5989;6777;7381;8385,18;1628;2522;2523;2700;3037;3362;4669;6074;6985;7670;8762,18;1628;2523;2700;3037;3362;4669;6074;6985;7670;8762,,,,,"hypothetical protein, conserved",0.01882315792202868,0.01194542050343878,0.021050996680153256,1.1567610983066243,7.16025838620267,5.641731834395658,1.7552728886801348e-10,0.014237999642968747,-6.134109719586006,3.9999992376953393
Tb927.7.5790,Tb927.7.5790:mRNA-p1,Tb927.7.5790:mRNA-p1,1,1,1,"Tb927.7.5790:mRNA-p1 | transcript=Tb927.7.5790:mRNA | gene=Tb927.7.5790 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=protein disulfide isomerase, putative | transcript_product=protein disulfide isomerase, putative | location=Tb927_07_v5.1:15",1,1,1,1,0,1,0,1,0,1,8.9,8.9,8.9,15.401,135,135,11.0,,,1.0,,0.006379600000000001,0.80143,,By MS/MS,0.0,8.9,0,177320,191160,0.0,2266.1,1257.6,201910,38766,0,1,1,,,,608,978,True,1024,1872,1904,1904,,,,,"protein disulfide isomerase, putative",1.4926911453925609,2.6459847613799767,2.458327712103935,-0.0961344046153239,-inf,-inf,0.030454586032925317,2.261553556050838,1.1773141609633926,1.5149235959184342
Tb927.7.5890,Tb927.7.5890:mRNA-p1,Tb927.7.5890:mRNA-p1,2,2,2,"Tb927.7.5890:mRNA-p1 | transcript=Tb927.7.5890:mRNA | gene=Tb927.7.5890 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1582960-158496",1,2,2,2,1,2,1,2,1,2,3.6,3.6,3.6,73.556,666,666,8.67,,1.0,,2.0,0.0036036,1.2104,By MS/MS,By MS/MS,1.7,3.6,4145500,917360,3596660,153540.0,29675.1,127387.6,201910,1245066,1,2,3,,,,609,682;3503,True;True,715;3666,1319;1320;6745,1350;1351;6950,1350;6950,,,,,"hypothetical protein, conserved",0.45284783658199473,0.4843832295739299,0.08398765147285935,0.08292891501513026,6.617576919481,5.186221536270829,9.535353988577009e-07,0.4738714319099515,-1.0774324064515028,3.9958784674352508
Tb927.7.6090,Tb927.7.6090:mRNA-p1,Tb927.7.6090:mRNA-p1,1,1,1,Tb927.7.6090:mRNA-p1 | transcript=Tb927.7.6090:mRNA | gene=Tb927.7.6090 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=eukaryotic translation initiation factor 3 subunit a | transcript_product=eukaryotic translation initiation factor 3 subunit,1,1,1,1,0,1,0,1,0,1,1.4,1.4,1.4,88.162,762,762,12.0,,,,1.0,0.010417000000000001,0.65196,,By MS/MS,0.0,1.4,425630,177320,616790,11504.0,2266.1,12761.6,201910,189536,0,1,1,,,,610,162,True,169,368,400,400,,,,,eukaryotic translation initiation factor 3 subunit a,0.5073828208138474,0.36631470203088723,0.5572762108633428,-0.18577904891865435,5.629032231071028,4.0608488730388075,0.00023738464020986924,0.41333740829187393,-1.2746081569795724,3.47187469300931
Tb927.7.6260,Tb927.7.6260:mRNA-p1,Tb927.7.6260:mRNA-p1,1,1,1,"Tb927.7.6260:mRNA-p1 | transcript=Tb927.7.6260:mRNA | gene=Tb927.7.6260 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=TPR repeat, putative | transcript_product=TPR repeat, putative | location=Tb927_07_v5.1:1695866-1696834(-) | protein_length=",1,1,1,1,1,0,1,0,1,0,4.0,4.0,4.0,36.454,322,322,2.0,,1.0,,,0.010309,0.62795,By MS/MS,,4.0,0.0,446160,623480,191160,26245.0,28511.1,1257.6,648070,38766,1,0,1,,,,611,3964,True,4151,7623,7972,7972,,,,,"TPR repeat, putative",19.385427135161454,24.138811194256736,6.894103836309824,-0.20207493522551198,5.649490631483505,4.41904657710416,0.0001690645434944776,22.554349841224976,4.4953337939634865,3.570143528469019
Tb927.7.6280,Tb927.7.6280:mRNA-p1,Tb927.7.6280:mRNA-p1,2,2,2,"Tb927.7.6280:mRNA-p1 | transcript=Tb927.7.6280:mRNA | gene=Tb927.7.6280 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Domain of unknown function (DUF3508), putative | transcript_product=Domain of unknown function (DUF3508), putative | locatio",1,2,2,2,0,2,0,2,0,2,3.6,3.6,3.6,72.053,640,640,12.0,,,,2.0,0.0034364000000000005,1.0737,,By MS/MS,0.0,3.6,1283900,177320,1475060,33787.0,2266.1,35044.6,201910,493546,0,2,2,,,,612,2520;3387,True;True,2620;3547,4773;6508,4826;6671,4826;6671,,357,,1,"Domain of unknown function (DUF3508), putative",0.18161537178595474,0.14946137832849124,0.21165353871021295,0.030882953109666787,6.108531198857869,4.528749631807849,1.589967844584114e-07,0.16017937614764574,-2.642239688994128,3.9993100341052497
